id,date,store_nbr,item_nbr,unit_sales,onpromotion
398,2013-01-01,25,839362,6.0,
399,2013-01-01,25,839363,12.0,
400,2013-01-01,25,839544,1.0,
401,2013-01-01,25,839545,2.0,
402,2013-01-01,25,841197,5.0,
403,2013-01-01,25,841612,4.0,
404,2013-01-01,25,841841,3.0,
405,2013-01-01,25,843462,3.0,
406,2013-01-01,25,843585,2.0,
407,2013-01-01,25,844017,5.0,
408,2013-01-01,25,844019,1.222,
409,2013-01-01,25,847859,12.0,
410,2013-01-01,25,847863,2.0,
411,2013-01-01,25,847894,3.0,
412,2013-01-01,25,848765,1.0,
413,2013-01-01,25,848953,2.0,
414,2013-01-01,25,849098,2.0,
415,2013-01-01,25,850333,1.0,
416,2013-01-01,25,850460,4.0,
417,2013-01-01,25,851982,3.0,
418,2013-01-01,25,852620,2.0,
419,2013-01-01,25,856687,3.0,
420,2013-01-01,25,859529,1.0,
421,2013-01-01,25,859932,2.0,
422,2013-01-01,25,860548,1.0,
423,2013-01-01,25,862213,1.0,
424,2013-01-01,25,862454,9.0,
425,2013-01-01,25,864510,5.0,
426,2013-01-01,25,868529,4.0,
427,2013-01-01,25,870545,1.0,
428,2013-01-01,25,870546,2.0,
429,2013-01-01,25,871421,3.0,
430,2013-01-01,25,872317,1.0,
431,2013-01-01,25,874990,2.0,
432,2013-01-01,25,875604,3.0,
433,2013-01-01,25,878715,1.0,
434,2013-01-01,25,882624,1.0,
435,2013-01-01,25,885543,3.0,
436,2013-01-01,25,888689,9.0,
437,2013-01-01,25,890213,4.0,
438,2013-01-01,25,890215,5.0,
439,2013-01-01,25,890371,1.0,
440,2013-01-01,25,890372,1.0,
441,2013-01-01,25,895291,3.239,
442,2013-01-01,25,902839,1.0,
443,2013-01-01,25,906979,4.0,
444,2013-01-01,25,907684,7.0,
445,2013-01-01,25,908741,1.0,
446,2013-01-01,25,911429,7.0,
447,2013-01-01,25,911871,2.0,
448,2013-01-01,25,913363,3.0,
449,2013-01-01,25,913364,2.0,
450,2013-01-01,25,913521,3.0,
451,2013-01-01,25,913964,1.0,
452,2013-01-01,25,913966,2.0,
453,2013-01-01,25,915310,1.0,
454,2013-01-01,25,915822,1.0,
455,2013-01-01,25,915980,1.0,
456,2013-01-01,25,916885,2.0,
457,2013-01-01,25,916886,2.0,
458,2013-01-01,25,926958,2.0,
459,2013-01-01,25,930247,1.0,
460,2013-01-01,25,936994,2.0,
461,2013-01-01,25,938125,2.0,
462,2013-01-01,25,938126,1.0,
463,2013-01-01,25,938129,4.0,
464,2013-01-01,25,938566,1.0,
465,2013-01-01,25,938567,1.0,
466,2013-01-01,25,938575,4.0,
467,2013-01-01,25,938576,7.0,
468,2013-01-01,25,938657,3.0,
469,2013-01-01,25,938659,8.0,
470,2013-01-01,25,939207,8.0,
471,2013-01-01,25,939662,2.0,
472,2013-01-01,25,940591,1.0,
473,2013-01-01,25,940616,1.0,
474,2013-01-01,25,949297,2.0,
475,2013-01-01,25,949299,1.0,
476,2013-01-01,25,949511,2.0,
477,2013-01-01,25,953427,2.0,
478,2013-01-01,25,953428,1.0,
479,2013-01-01,25,953562,2.0,
480,2013-01-01,25,953609,1.0,
481,2013-01-01,25,954553,4.0,
482,2013-01-01,25,956012,3.0,
483,2013-01-01,25,956014,3.0,
484,2013-01-01,25,957098,3.0,
485,2013-01-01,25,958016,6.0,
486,2013-01-01,25,958514,2.0,
487,2013-01-01,25,968432,8.0,
488,2013-01-01,25,968935,5.0,
489,2013-01-01,25,968936,2.0,
490,2013-01-01,25,968937,2.0,
491,2013-01-01,25,979197,1.0,
492,2013-01-01,25,979199,1.0,
493,2013-01-01,25,988459,17.847,
494,2013-01-01,25,991329,2.0,
495,2013-01-01,25,996122,1.0,
496,2013-01-01,25,996600,1.0,
497,2013-01-01,25,999545,1.0,
498,2013-01-01,25,1003679,3.0,
499,2013-01-01,25,1004550,32.0,
500,2013-01-01,25,1004551,9.0,
501,2013-01-01,25,1009998,1.0,
502,2013-01-01,25,1014865,9.0,
503,2013-01-01,25,1020237,1.0,
504,2013-01-01,25,1028589,17.0,
505,2013-01-01,25,1037838,2.0,
506,2013-01-01,25,1037845,1.0,
507,2013-01-01,25,1037856,17.0,
508,2013-01-01,25,1037857,30.0,
509,2013-01-01,25,1038952,2.0,
510,2013-01-01,25,1040170,2.0,
511,2013-01-01,25,1044592,5.0,
512,2013-01-01,25,1047675,3.0,
513,2013-01-01,25,1047679,32.0,
514,2013-01-01,25,1047680,7.0,
515,2013-01-01,25,1047681,6.0,
516,2013-01-01,25,1047685,6.0,
517,2013-01-01,25,1047686,1.0,
518,2013-01-01,25,1047690,15.0,
519,2013-01-01,25,1047696,27.0,
520,2013-01-01,25,1047698,13.0,
521,2013-01-01,25,1047702,5.0,
522,2013-01-01,25,1047703,5.0,
523,2013-01-01,25,1047705,4.0,
524,2013-01-01,25,1047717,7.0,
525,2013-01-01,25,1047733,4.0,
526,2013-01-01,25,1047743,6.0,
527,2013-01-01,25,1047755,2.0,
528,2013-01-01,25,1047756,8.0,
529,2013-01-01,25,1047757,6.0,
530,2013-01-01,25,1047758,5.0,
531,2013-01-01,25,1047772,12.0,
532,2013-01-01,25,1047773,14.0,
533,2013-01-01,25,1047774,13.0,
534,2013-01-01,25,1047775,5.0,
535,2013-01-01,25,1047786,4.0,
536,2013-01-01,25,1047790,9.0,
537,2013-01-01,25,1052022,1.0,
538,2013-01-01,25,1052563,8.0,
539,2013-01-01,25,1060036,9.0,
540,2013-01-01,25,1062374,10.601,
541,2013-01-01,25,1066900,14.0,
542,2013-01-01,25,1066901,5.0,
543,2013-01-01,25,1070962,5.0,
544,2013-01-01,25,1071949,6.0,
545,2013-01-01,25,1074327,11.0,
546,2013-01-01,25,1076066,1.0,
547,2013-01-01,25,1076155,1.0,
548,2013-01-01,25,1079214,1.0,
549,2013-01-01,25,1079329,2.0,
550,2013-01-01,25,1080021,4.0,
551,2013-01-01,25,1080756,9.0,
552,2013-01-01,25,1081359,1.0,
553,2013-01-01,25,1083152,4.0,
554,2013-01-01,25,1083196,3.0,
555,2013-01-01,25,1084881,2.0,
556,2013-01-01,25,1084882,1.0,
557,2013-01-01,25,1085246,2.891,
558,2013-01-01,25,1086172,1.0,
559,2013-01-01,25,1087270,1.0,
560,2013-01-01,25,1088002,1.0,
561,2013-01-01,25,1089046,1.0,
562,2013-01-01,25,1089843,8.0,
563,2013-01-01,25,1089844,1.0,
564,2013-01-01,25,1090401,15.0,
565,2013-01-01,25,1091365,1.0,
566,2013-01-01,25,1091366,2.0,
567,2013-01-01,25,1097187,5.0,
568,2013-01-01,25,1101724,1.0,
569,2013-01-01,25,1102268,1.0,
570,2013-01-01,25,1102971,3.0,
571,2013-01-01,25,1102975,1.0,
572,2013-01-01,25,1102976,18.0,
573,2013-01-01,25,1104599,1.0,
574,2013-01-01,25,1105212,2.0,
575,2013-01-01,25,1105214,1.0,
576,2013-01-01,25,1109325,2.0,
577,2013-01-01,25,1109389,1.0,
578,2013-01-02,1,103665,2.0,
579,2013-01-02,1,105574,8.0,
580,2013-01-02,1,105575,15.0,
581,2013-01-02,1,105577,2.0,
582,2013-01-02,1,105737,2.0,
583,2013-01-02,1,105857,12.0,
584,2013-01-02,1,106716,2.0,
585,2013-01-02,1,108696,3.0,
586,2013-01-02,1,108698,6.0,
587,2013-01-02,1,108701,3.0,
588,2013-01-02,1,108786,1.0,
589,2013-01-02,1,108797,1.0,
590,2013-01-02,1,108831,35.512,
591,2013-01-02,1,108862,1.0,
592,2013-01-02,1,108952,6.0,
593,2013-01-02,1,111223,7.0,
594,2013-01-02,1,111397,16.0,
595,2013-01-02,1,112830,3.0,
596,2013-01-02,1,114778,10.0,
597,2013-01-02,1,114790,3.0,
598,2013-01-02,1,114799,1.0,
599,2013-01-02,1,114800,10.0,
600,2013-01-02,1,115267,7.0,
601,2013-01-02,1,115611,36.0,
602,2013-01-02,1,115693,4.0,
603,2013-01-02,1,115850,3.0,
604,2013-01-02,1,115891,5.0,
605,2013-01-02,1,115892,37.0,
606,2013-01-02,1,115893,15.0,
607,2013-01-02,1,115894,16.0,
608,2013-01-02,1,116017,14.0,
609,2013-01-02,1,116018,8.0,
610,2013-01-02,1,116279,1.0,
611,2013-01-02,1,116311,2.0,
612,2013-01-02,1,119023,2.0,
613,2013-01-02,1,119024,6.0,
614,2013-01-02,1,119141,13.0,
615,2013-01-02,1,119191,16.0,
616,2013-01-02,1,119624,4.0,
617,2013-01-02,1,121964,1.0,
618,2013-01-02,1,122095,1.0,
619,2013-01-02,1,122419,2.0,
620,2013-01-02,1,122425,1.0,
621,2013-01-02,1,123347,3.0,
622,2013-01-02,1,123601,4.0,
623,2013-01-02,1,125430,5.0,
624,2013-01-02,1,127534,4.0,
625,2013-01-02,1,127547,14.0,
626,2013-01-02,1,129296,1.0,
627,2013-01-02,1,129297,3.0,
628,2013-01-02,1,129635,29.0,
629,2013-01-02,1,129758,9.0,
630,2013-01-02,1,153078,11.0,
631,2013-01-02,1,153267,14.0,
632,2013-01-02,1,153395,5.0,
633,2013-01-02,1,153398,3.0,
634,2013-01-02,1,155601,1.0,
635,2013-01-02,1,155610,1.0,
636,2013-01-02,1,155621,2.0,
637,2013-01-02,1,155625,1.0,
638,2013-01-02,1,158680,5.0,
639,2013-01-02,1,158789,8.0,
640,2013-01-02,1,158842,1.0,
641,2013-01-02,1,158875,3.0,
642,2013-01-02,1,159156,66.819,
643,2013-01-02,1,159242,8.0,
644,2013-01-02,1,162066,8.0,
645,2013-01-02,1,164036,11.0,
646,2013-01-02,1,164037,2.0,
647,2013-01-02,1,164088,6.0,
648,2013-01-02,1,164647,4.0,
649,2013-01-02,1,165550,12.0,
650,2013-01-02,1,165551,8.0,
651,2013-01-02,1,165553,8.0,
652,2013-01-02,1,165594,10.0,
653,2013-01-02,1,165704,6.0,
654,2013-01-02,1,165705,3.0,
655,2013-01-02,1,165718,4.0,
656,2013-01-02,1,165727,3.0,
657,2013-01-02,1,165988,6.0,
658,2013-01-02,1,167437,4.0,
659,2013-01-02,1,168927,20.0,
660,2013-01-02,1,168930,25.0,
661,2013-01-02,1,168989,1.0,
662,2013-01-02,1,169101,1.0,
663,2013-01-02,1,170791,8.0,
664,2013-01-02,1,172184,5.0,
665,2013-01-02,1,172343,23.0,
666,2013-01-02,1,173111,6.0,
667,2013-01-02,1,173113,2.0,
668,2013-01-02,1,174081,8.0,
669,2013-01-02,1,177050,2.0,
670,2013-01-02,1,177395,1.0,
671,2013-01-02,1,179274,11.0,
672,2013-01-02,1,179564,2.0,
673,2013-01-02,1,179615,14.0,
674,2013-01-02,1,205387,7.0,
675,2013-01-02,1,205486,8.0,
676,2013-01-02,1,205557,5.0,
677,2013-01-02,1,207857,3.0,
678,2013-01-02,1,208384,32.0,
679,2013-01-02,1,208386,7.0,
680,2013-01-02,1,208426,6.0,
681,2013-01-02,1,208498,10.0,
682,2013-01-02,1,208514,1.0,
683,2013-01-02,1,208539,1.278,
684,2013-01-02,1,208659,2.0,
685,2013-01-02,1,208699,4.0,
686,2013-01-02,1,209085,3.0,
687,2013-01-02,1,210520,2.0,
688,2013-01-02,1,210798,4.0,
689,2013-01-02,1,211205,1.0,
690,2013-01-02,1,211999,2.0,
691,2013-01-02,1,212550,1.0,
692,2013-01-02,1,213066,6.0,
693,2013-01-02,1,213652,23.0,
694,2013-01-02,1,213653,3.0,
695,2013-01-02,1,213788,1.0,
696,2013-01-02,1,214381,14.0,
697,2013-01-02,1,214860,3.0,
698,2013-01-02,1,214862,1.0,
699,2013-01-02,1,215303,4.0,
700,2013-01-02,1,215327,10.0,
701,2013-01-02,1,215332,3.0,
702,2013-01-02,1,215352,24.0,
703,2013-01-02,1,215356,5.0,
704,2013-01-02,1,215468,4.0,
705,2013-01-02,1,215896,13.0,
706,2013-01-02,1,218726,1.0,
707,2013-01-02,1,219147,1.0,
708,2013-01-02,1,219150,33.0,
709,2013-01-02,1,220435,24.0,
710,2013-01-02,1,220613,5.0,
711,2013-01-02,1,221506,7.0,
712,2013-01-02,1,222879,10.0,
713,2013-01-02,1,222975,3.0,
714,2013-01-02,1,223136,4.0,
715,2013-01-02,1,223434,6.0,
716,2013-01-02,1,226126,1.0,
717,2013-01-02,1,226857,12.0,
718,2013-01-02,1,227111,9.0,
719,2013-01-02,1,227728,7.0,
720,2013-01-02,1,229368,6.0,
721,2013-01-02,1,246052,2.0,
722,2013-01-02,1,252698,6.792,
723,2013-01-02,1,252970,3.0,
724,2013-01-02,1,252972,5.0,
725,2013-01-02,1,253145,2.0,
726,2013-01-02,1,255161,2.0,
727,2013-01-02,1,255202,3.0,
728,2013-01-02,1,257847,30.0,
729,2013-01-02,1,257848,19.0,
730,2013-01-02,1,258268,3.0,
731,2013-01-02,1,258376,6.0,
732,2013-01-02,1,258395,2.0,
733,2013-01-02,1,258396,9.0,
734,2013-01-02,1,258411,4.0,
735,2013-01-02,1,260669,6.0,
736,2013-01-02,1,260893,9.0,
737,2013-01-02,1,261052,23.0,
738,2013-01-02,1,261053,6.0,
739,2013-01-02,1,261700,3.0,
740,2013-01-02,1,262358,2.0,
741,2013-01-02,1,262991,5.0,
742,2013-01-02,1,264299,1.0,
743,2013-01-02,1,264300,1.0,
744,2013-01-02,1,264452,4.0,
745,2013-01-02,1,264576,7.0,
746,2013-01-02,1,264751,1.0,
747,2013-01-02,1,264752,4.0,
748,2013-01-02,1,264753,9.0,
749,2013-01-02,1,265237,3.0,
750,2013-01-02,1,265254,24.0,
751,2013-01-02,1,265258,1.0,
752,2013-01-02,1,265279,5.0,
753,2013-01-02,1,265382,4.0,
754,2013-01-02,1,265559,36.0,
755,2013-01-02,1,265672,1.0,
756,2013-01-02,1,265700,4.0,
757,2013-01-02,1,268440,3.0,
758,2013-01-02,1,268443,24.0,
759,2013-01-02,1,268623,5.0,
760,2013-01-02,1,268662,4.0,
761,2013-01-02,1,268664,4.0,
762,2013-01-02,1,268676,2.0,
763,2013-01-02,1,269029,9.0,
764,2013-01-02,1,269084,9.0,
765,2013-01-02,1,270522,1.0,
766,2013-01-02,1,271478,2.0,
767,2013-01-02,1,271479,12.0,
768,2013-01-02,1,273528,25.0,
769,2013-01-02,1,273859,2.0,
770,2013-01-02,1,275823,4.0,
771,2013-01-02,1,279157,4.0,
772,2013-01-02,1,279494,2.0,
773,2013-01-02,1,302952,4.0,
774,2013-01-02,1,302997,1.0,
775,2013-01-02,1,302998,8.0,
776,2013-01-02,1,305079,15.0,
777,2013-01-02,1,305080,32.0,
778,2013-01-02,1,305227,3.0,
779,2013-01-02,1,305229,55.0,
780,2013-01-02,1,305341,28.0,
781,2013-01-02,1,305344,12.0,
782,2013-01-02,1,308726,2.0,
783,2013-01-02,1,308766,1.0,
784,2013-01-02,1,308924,2.0,
785,2013-01-02,1,310644,52.0,
786,2013-01-02,1,310647,1.0,
787,2013-01-02,1,310671,8.0,
788,2013-01-02,1,311954,9.0,
789,2013-01-02,1,311994,34.652,
790,2013-01-02,1,312113,2.0,
791,2013-01-02,1,312324,5.0,
792,2013-01-02,1,312596,1.0,
793,2013-01-02,1,314384,41.0,
794,2013-01-02,1,314570,3.0,
795,2013-01-02,1,314881,7.0,
796,2013-01-02,1,315176,29.0,
797,2013-01-02,1,315178,7.0,
798,2013-01-02,1,315179,34.0,
